AÑO,MES,MUNICIPIO,ESTRATO,No. SUSCRIPTORES ACUEDUCTO,CONSUMO M3 ACUEDUCTO,PROMEDIO CONSUMO ACUEDUCTO,MES_NUM
2015,ENERO,Aguadas,1,1043,8761,8.4,1
2015,ENERO,Aguadas,2,1983,21442,10.81,1
2015,ENERO,Aguadas,3,434,5511,12.7,1
2015,ENERO,Aguadas,4,20,168,8.4,1
2015,ENERO,Aguadas,5,1,0,0.0,1
2015,ENERO,Anserma,2,1635,17367,10.62,1
2015,ENERO,Anserma,3,2955,29528,9.99,1
2015,ENERO,Anserma,5,4,131,32.75,1
2015,ENERO,Arauca,1,729,7218,9.9,1
2015,ENERO,Arauca,2,701,9613,13.71,1
2015,ENERO,Arauca,3,41,597,14.56,1
2015,ENERO,Arma,1,57,431,7.56,1
2015,ENERO,Arma,2,377,3123,8.28,1
2015,ENERO,Arma,3,46,461,10.02,1
2015,ENERO,Belalcazar,1,424,4449,10.49,1
2015,ENERO,Belalcazar,2,635,7047,11.1,1
2015,ENERO,Belalcazar,3,341,3541,10.38,1
2015,ENERO,Belalcazar,4,4,64,16.0,1
2015,ENERO,Chinchina,1,1552,21724,14.0,1
2015,ENERO,Chinchina,2,4506,68813,15.27,1
2015,ENERO,Chinchina,4,1626,22813,14.03,1
2015,ENERO,Chinchina,5,182,2712,14.9,1
2015,ENERO,Filadelfia,1,273,2267,8.3,1
2015,ENERO,Filadelfia,2,611,5145,8.42,1
2015,ENERO,Filadelfia,3,528,4822,9.13,1
2015,ENERO,Guarinocito,1,212,2783,13.13,1
2015,ENERO,Guarinocito,2,549,9439,17.19,1
2015,ENERO,Guarinocito,3,16,736,46.0,1
2015,ENERO,Guarinocito,4,3,258,86.0,1
2015,ENERO,Kilometro 41,1,141,1194,8.47,1
2015,ENERO,Kilometro 41,2,278,3311,11.91,1
2015,ENERO,Kilometro 41,3,49,675,13.78,1
2015,ENERO,Kilometro 41,4,19,516,27.16,1
2015,ENERO,Kilometro 41,5,40,274,6.85,1
2015,ENERO,Kilometro 41,6,1,5,5.0,1
2015,ENERO,La Dorada,2,9237,151112,16.36,1
2015,ENERO,La Dorada,5,60,2447,40.78,1
2015,ENERO,La Dorada,6,12,476,39.67,1
2015,ENERO,Manzanares,1,334,1957,5.86,1
2015,ENERO,Manzanares,2,1463,10915,7.46,1
2015,ENERO,Manzanares,3,535,4808,8.99,1
2015,ENERO,Manzanares,4,14,181,12.93,1
2015,ENERO,Marmato,2,531,11981,22.56,1
2015,ENERO,Marmato,3,1,20,20.0,1
2015,ENERO,Marquetalia,1,628,5688,9.06,1
2015,ENERO,Marquetalia,2,676,6929,10.25,1
2015,ENERO,Marquetalia,3,592,6573,11.1,1
2015,ENERO,Marquetalia,4,13,105,8.08,1
2015,ENERO,Marulanda,1,104,248,2.38,1
2015,ENERO,Marulanda,2,238,1365,5.74,1
2015,ENERO,Marulanda,3,27,161,5.96,1
2015,ENERO,Neira,1,133,1026,7.71,1
2015,ENERO,Neira,2,1328,16218,12.21,1
2015,ENERO,Neira,3,1749,24562,14.04,1
2015,ENERO,Neira,4,2,7,3.5,1
2015,ENERO,Neira,6,1,8,8.0,1
2015,ENERO,Palestina,1,638,5776,9.05,1
2015,ENERO,Palestina,2,762,8139,10.68,1
2015,ENERO,Palestina,3,181,2496,13.79,1
2015,ENERO,Palestina,4,125,1697,13.58,1
2015,ENERO,Palestina,5,6,157,26.17,1
2015,ENERO,Riosucio,2,1645,20536,12.48,1
2015,ENERO,Riosucio,3,2736,35883,13.12,1
2015,ENERO,Riosucio,4,7,61,8.71,1
2015,ENERO,Risaralda,1,542,4004,7.39,1
2015,ENERO,Risaralda,2,968,8821,9.11,1
2015,ENERO,Risaralda,3,261,2244,8.6,1
2015,ENERO,Risaralda,4,46,242,5.26,1
2015,ENERO,Risaralda,5,206,1966,9.54,1
2015,ENERO,Risaralda,6,1,19,19.0,1
2015,ENERO,Salamina,1,1001,7911,7.9,1
2015,ENERO,Salamina,2,1676,14773,8.81,1
2015,ENERO,Salamina,3,787,8182,10.4,1
2015,ENERO,Salamina,4,16,222,13.88,1
2015,ENERO,Samana,1,545,4217,7.74,1
2015,ENERO,Samana,2,800,7083,8.85,1
2015,ENERO,Samana,3,391,4672,11.95,1
2015,ENERO,San Jose,1,298,2821,9.47,1
2015,ENERO,San Jose,2,447,3874,8.67,1
2015,ENERO,San Jose,3,54,327,6.06,1
2015,ENERO,San Jose,4,3,16,5.33,1
2015,ENERO,Supia,1,110,1024,9.31,1
2015,ENERO,Supia,2,2451,32272,13.17,1
2015,ENERO,Supia,3,1677,24774,14.77,1
2015,ENERO,Supia,6,9,149,16.56,1
2015,ENERO,Victoria,1,616,5386,8.74,1
2015,ENERO,Victoria,2,514,5301,10.31,1
2015,ENERO,Victoria,3,253,3077,12.16,1
2015,ENERO,Victoria,4,5,48,9.6,1
2015,ENERO,Victoria,5,1,116,116.0,1
2015,ENERO,Viterbo,1,872,12807,14.69,1
2015,ENERO,Viterbo,2,1159,16858,14.55,1
2015,ENERO,Viterbo,3,1204,18266,15.17,1
2015,ENERO,Viterbo,4,294,6257,21.28,1
2015,ENERO,Viterbo,5,11,203,18.45,1
2015,FEBRERO,Aguadas,1,1045,6856,6.56,2
2015,FEBRERO,Aguadas,2,1989,15039,7.56,2
2015,FEBRERO,Aguadas,3,437,3931,9.0,2
2015,FEBRERO,Aguadas,4,20,128,6.4,2
2015,FEBRERO,Aguadas,5,1,0,0.0,2
2015,FEBRERO,Anserma,2,1638,14077,8.59,2
2015,FEBRERO,Anserma,4,146,1309,8.97,2
2015,FEBRERO,Anserma,5,4,85,21.25,2
2015,FEBRERO,Arauca,1,731,6748,9.23,2
2015,FEBRERO,Arauca,2,703,8739,12.43,2
2015,FEBRERO,Arauca,3,41,568,13.85,2
2015,FEBRERO,Arma,1,52,442,8.5,2
2015,FEBRERO,Arma,2,371,2661,7.17,2
2015,FEBRERO,Arma,3,45,455,10.11,2
2015,FEBRERO,Belalcazar,1,425,4339,10.21,2
2015,FEBRERO,Belalcazar,2,635,6802,10.71,2
2015,FEBRERO,Belalcazar,3,341,3258,9.55,2
2015,FEBRERO,Belalcazar,4,4,71,17.75,2
2015,FEBRERO,Chinchina,1,1552,21981,14.16,2
2015,FEBRERO,Chinchina,2,4511,68003,15.07,2
2015,FEBRERO,Chinchina,3,3022,45248,14.97,2
2015,FEBRERO,Chinchina,4,1627,23939,14.71,2
2015,FEBRERO,Chinchina,5,182,3009,16.53,2
2015,FEBRERO,Filadelfia,1,273,1902,6.97,2
2015,FEBRERO,Filadelfia,2,615,4357,7.08,2
2015,FEBRERO,Filadelfia,3,527,3689,7.0,2
2015,FEBRERO,Guarinocito,1,215,2176,10.12,2
2015,FEBRERO,Guarinocito,2,549,8201,14.94,2
2015,FEBRERO,Guarinocito,3,17,683,40.18,2
2015,FEBRERO,Guarinocito,4,3,157,52.33,2
2015,FEBRERO,Kilometro 41,1,141,1223,8.67,2
2015,FEBRERO,Kilometro 41,2,277,3218,11.62,2
2015,FEBRERO,Kilometro 41,3,49,711,14.51,2
2015,FEBRERO,Kilometro 41,4,19,241,12.68,2
2015,FEBRERO,Kilometro 41,5,40,323,8.08,2
2015,FEBRERO,Kilometro 41,6,1,2,2.0,2
2015,FEBRERO,La Dorada,1,4274,69724,16.31,2
2015,FEBRERO,La Dorada,2,9231,136287,14.76,2
2015,FEBRERO,La Dorada,5,61,2102,34.46,2
2015,FEBRERO,La Dorada,6,12,379,31.58,2
2015,FEBRERO,Manzanares,1,337,1835,5.45,2
2015,FEBRERO,Manzanares,2,1461,10645,7.29,2
2015,FEBRERO,Manzanares,3,535,4688,8.76,2
2015,FEBRERO,Manzanares,4,14,180,12.86,2
2015,FEBRERO,Marmato,1,159,3189,20.06,2
2015,FEBRERO,Marmato,2,531,10073,18.97,2
2015,FEBRERO,Marmato,3,1,10,10.0,2
2015,FEBRERO,Marquetalia,1,695,4468,6.43,2
2015,FEBRERO,Marquetalia,2,676,6011,8.89,2
2015,FEBRERO,Marquetalia,3,595,5751,9.67,2
2015,FEBRERO,Marquetalia,4,13,111,8.54,2
2015,FEBRERO,Marulanda,1,104,241,2.32,2
2015,FEBRERO,Marulanda,2,238,1251,5.26,2
2015,FEBRERO,Marulanda,3,27,100,3.7,2
2015,FEBRERO,Neira,1,144,931,6.47,2
2015,FEBRERO,Neira,2,1347,12751,9.47,2
2015,FEBRERO,Neira,3,1759,18836,10.71,2
2015,FEBRERO,Neira,4,2,8,4.0,2
2015,FEBRERO,Neira,6,1,20,20.0,2
2015,FEBRERO,Palestina,1,638,5118,8.02,2
2015,FEBRERO,Palestina,2,771,6962,9.03,2
2015,FEBRERO,Palestina,3,182,2046,11.24,2
2015,FEBRERO,Palestina,4,125,1299,10.39,2
2015,FEBRERO,Palestina,5,7,201,28.71,2
2015,FEBRERO,Riosucio,1,613,5854,9.55,2
2015,FEBRERO,Riosucio,2,1674,19089,11.4,2
2015,FEBRERO,Riosucio,3,2753,30091,10.93,2
2015,FEBRERO,Riosucio,4,7,53,7.57,2
2015,FEBRERO,Risaralda,1,545,3028,5.56,2
2015,FEBRERO,Risaralda,2,974,6807,6.99,2
2015,FEBRERO,Risaralda,3,256,1731,6.76,2
2015,FEBRERO,Risaralda,4,45,118,2.62,2
2015,FEBRERO,Risaralda,5,206,625,3.03,2
2015,FEBRERO,Risaralda,6,1,6,6.0,2
2015,FEBRERO,Salamina,1,1001,6213,6.21,2
2015,FEBRERO,Salamina,2,1676,11856,7.07,2
2015,FEBRERO,Salamina,3,789,6929,8.78,2
2015,FEBRERO,Salamina,4,16,186,11.63,2
2015,FEBRERO,Samana,1,545,3608,6.62,2
2015,FEBRERO,Samana,3,391,4064,10.39,2
2015,FEBRERO,San Jose,1,298,2694,9.04,2
2015,FEBRERO,San Jose,2,446,3777,8.47,2
2015,FEBRERO,San Jose,3,54,272,5.04,2
2015,FEBRERO,San Jose,4,3,14,4.67,2
2015,FEBRERO,Supia,1,110,797,7.25,2
2015,FEBRERO,Supia,2,2455,26467,10.78,2
2015,FEBRERO,Supia,4,21,868,41.33,2
2015,FEBRERO,Supia,6,9,58,6.44,2
2015,FEBRERO,Victoria,2,514,4753,9.25,2
2015,FEBRERO,Victoria,3,253,2477,9.79,2
2015,FEBRERO,Victoria,4,5,89,17.8,2
2015,FEBRERO,Victoria,5,1,104,104.0,2
2015,FEBRERO,Viterbo,1,878,11859,13.51,2
2015,FEBRERO,Viterbo,2,1159,15108,13.04,2
2015,FEBRERO,Viterbo,3,1204,16536,13.73,2
2015,FEBRERO,Viterbo,4,295,4016,13.61,2
2015,FEBRERO,Viterbo,5,11,95,8.64,2
2015,MARZO,Aguadas,1,1046,8019,7.67,3
2015,MARZO,Aguadas,2,1992,18456,9.27,3
2015,MARZO,Aguadas,3,445,5007,11.25,3
2015,MARZO,Aguadas,4,20,159,7.95,3
2015,MARZO,Aguadas,5,1,0,0.0,3
2015,MARZO,Anserma,1,1301,12525,9.63,3
2015,MARZO,Anserma,2,1639,15827,9.66,3
2015,MARZO,Anserma,3,2964,27524,9.29,3
2015,MARZO,Anserma,4,146,1308,8.96,3
2015,MARZO,Anserma,5,4,83,20.75,3
2015,MARZO,Arauca,1,732,6469,8.84,3
2015,MARZO,Arauca,3,41,571,13.93,3
2015,MARZO,Arma,1,53,357,6.74,3
2015,MARZO,Arma,3,46,509,11.07,3
2015,MARZO,Belalcazar,1,427,3624,8.49,3
2015,MARZO,Belalcazar,2,636,5458,8.58,3
2015,MARZO,Belalcazar,3,339,2736,8.07,3
2015,MARZO,Belalcazar,4,4,59,14.75,3
2015,MARZO,Chinchina,1,1557,20398,13.1,3
2015,MARZO,Chinchina,2,4517,63309,14.02,3
2015,MARZO,Chinchina,3,3027,42971,14.2,3
2015,MARZO,Chinchina,4,1631,22604,13.86,3
2015,MARZO,Chinchina,5,183,2799,15.3,3
2015,MARZO,Filadelfia,1,273,1937,7.1,3
2015,MARZO,Filadelfia,2,617,4047,6.56,3
2015,MARZO,Guarinocito,2,549,8129,14.81,3
2015,MARZO,Guarinocito,3,17,452,26.59,3
2015,MARZO,Guarinocito,4,3,116,38.67,3
2015,MARZO,Kilometro 41,1,141,1073,7.61,3
2015,MARZO,Kilometro 41,2,279,2731,9.79,3
2015,MARZO,Kilometro 41,3,49,563,11.49,3
2015,MARZO,Kilometro 41,4,19,346,18.21,3
2015,MARZO,Kilometro 41,5,41,116,2.83,3
2015,MARZO,Kilometro 41,6,1,11,11.0,3
2015,MARZO,La Dorada,1,4285,83615,19.51,3
2015,MARZO,La Dorada,2,9258,164863,17.81,3
2015,MARZO,La Dorada,3,4354,85035,19.53,3
2015,MARZO,La Dorada,4,438,9614,21.95,3
2015,MARZO,La Dorada,5,60,2808,46.8,3
2015,MARZO,La Dorada,6,11,508,46.18,3
2015,MARZO,Manzanares,1,338,1669,4.94,3
2015,MARZO,Manzanares,3,534,4215,7.89,3
2015,MARZO,Manzanares,4,14,152,10.86,3
2015,MARZO,Marmato,1,160,2837,17.73,3
2015,MARZO,Marmato,2,537,10828,20.16,3
2015,MARZO,Marmato,3,3,30,10.0,3
2015,MARZO,Marquetalia,1,698,4047,5.8,3
2015,MARZO,Marquetalia,2,680,5262,7.74,3
2015,MARZO,Marquetalia,3,596,4719,7.92,3
2015,MARZO,Marquetalia,4,13,88,6.77,3
2015,MARZO,Marulanda,1,104,214,2.06,3
2015,MARZO,Marulanda,2,238,1133,4.76,3
2015,MARZO,Marulanda,3,27,115,4.26,3
2015,MARZO,Neira,1,144,814,5.65,3
2015,MARZO,Neira,2,1348,12489,9.26,3
2015,MARZO,Neira,3,1763,17398,9.87,3
2015,MARZO,Neira,4,2,12,6.0,3
2015,MARZO,Neira,6,1,18,18.0,3
2015,MARZO,Palestina,1,639,4479,7.01,3
2015,MARZO,Palestina,3,182,1893,10.4,3
2015,MARZO,Palestina,4,125,887,7.1,3
2015,MARZO,Palestina,5,7,109,15.57,3
2015,MARZO,Riosucio,1,615,5649,9.19,3
2015,MARZO,Riosucio,2,1682,15617,9.28,3
2015,MARZO,Riosucio,4,7,46,6.57,3
2015,MARZO,Risaralda,3,250,1817,7.27,3
2015,MARZO,Risaralda,4,46,97,2.11,3
2015,MARZO,Risaralda,5,206,744,3.61,3
2015,MARZO,Risaralda,6,1,6,6.0,3
2015,MARZO,Salamina,1,1001,6674,6.67,3
2015,MARZO,Salamina,2,1678,12298,7.33,3
2015,MARZO,Salamina,4,16,191,11.94,3
2015,MARZO,Samana,1,546,3559,6.52,3
2015,MARZO,Samana,2,803,6164,7.68,3
2015,MARZO,San Jose,1,298,2395,8.04,3
2015,MARZO,San Jose,2,449,3422,7.62,3
2015,MARZO,San Jose,3,53,253,4.77,3
2015,MARZO,San Jose,4,3,8,2.67,3
2015,MARZO,Supia,1,110,770,7.0,3
2015,MARZO,Supia,2,2456,30021,12.22,3
2015,MARZO,Supia,3,1683,21533,12.79,3
2015,MARZO,Supia,4,21,700,33.33,3
2015,MARZO,Supia,6,9,56,6.22,3
2015,MARZO,Victoria,2,513,3963,7.73,3
2015,MARZO,Victoria,4,5,37,7.4,3
2015,MARZO,Victoria,5,1,74,74.0,3
2015,MARZO,Viterbo,1,879,10632,12.1,3
2015,MARZO,Viterbo,2,1166,13109,11.24,3
2015,MARZO,Viterbo,3,1202,14337,11.93,3
2015,MARZO,Viterbo,4,295,2953,10.01,3
2015,MARZO,Viterbo,5,11,81,7.36,3
2015,ABRIL,Aguadas,1,1046,8531,8.16,4
2015,ABRIL,Aguadas,3,445,5779,12.99,4
2015,ABRIL,Aguadas,4,20,190,9.5,4
2015,ABRIL,Aguadas,5,1,0,0.0,4
2015,ABRIL,Anserma,1,1305,12069,9.25,4
2015,ABRIL,Anserma,2,1643,16175,9.84,4
2015,ABRIL,Anserma,3,2971,28014,9.43,4
2015,ABRIL,Anserma,4,146,1412,9.67,4
2015,ABRIL,Anserma,5,4,46,11.5,4
2015,ABRIL,Arauca,1,726,7895,10.87,4
2015,ABRIL,Arauca,2,704,9844,13.98,4
2015,ABRIL,Arauca,3,41,678,16.54,4
2015,ABRIL,Arma,1,45,378,8.4,4
2015,ABRIL,Arma,2,360,2226,6.18,4
2015,ABRIL,Arma,3,34,263,7.74,4
2015,ABRIL,Belalcazar,1,425,3445,8.11,4
2015,ABRIL,Belalcazar,2,637,5765,9.05,4
2015,ABRIL,Belalcazar,3,339,3045,8.98,4
2015,ABRIL,Belalcazar,4,4,78,19.5,4
2015,ABRIL,Chinchina,1,1557,25868,16.61,4
2015,ABRIL,Chinchina,2,4522,79917,17.67,4
2015,ABRIL,Chinchina,4,1638,24692,15.07,4
2015,ABRIL,Chinchina,5,183,2914,15.92,4
2015,ABRIL,Filadelfia,1,274,2207,8.05,4
2015,ABRIL,Filadelfia,2,618,5013,8.11,4
2015,ABRIL,Filadelfia,3,527,4152,7.88,4
2015,ABRIL,Guarinocito,1,214,2488,11.63,4
2015,ABRIL,Guarinocito,2,548,8658,15.8,4
2015,ABRIL,Guarinocito,3,17,551,32.41,4
2015,ABRIL,Guarinocito,4,3,245,81.67,4
2015,ABRIL,Kilometro 41,1,141,1147,8.13,4
2015,ABRIL,Kilometro 41,2,279,3037,10.89,4
2015,ABRIL,Kilometro 41,3,49,645,13.16,4
2015,ABRIL,Kilometro 41,4,18,356,19.78,4
2015,ABRIL,Kilometro 41,5,41,193,4.71,4
2015,ABRIL,Kilometro 41,6,1,27,27.0,4
2015,ABRIL,La Dorada,1,4299,73794,17.17,4
2015,ABRIL,La Dorada,2,9282,142385,15.34,4
2015,ABRIL,La Dorada,4,438,7815,17.84,4
2015,ABRIL,La Dorada,5,61,2093,34.31,4
2015,ABRIL,La Dorada,6,12,260,21.67,4
2015,ABRIL,Manzanares,2,1464,9474,6.47,4
2015,ABRIL,Manzanares,3,535,4327,8.09,4
2015,ABRIL,Manzanares,4,14,125,8.93,4
2015,ABRIL,Marmato,1,162,2527,15.6,4
2015,ABRIL,Marmato,2,539,10182,18.89,4
2015,ABRIL,Marmato,3,3,51,17.0,4
2015,ABRIL,Marquetalia,1,698,3995,5.72,4
2015,ABRIL,Marquetalia,2,684,5387,7.88,4
2015,ABRIL,Marquetalia,4,13,90,6.92,4
2015,ABRIL,Marulanda,1,103,255,2.48,4
2015,ABRIL,Marulanda,2,238,1248,5.24,4
2015,ABRIL,Marulanda,3,27,134,4.96,4
2015,ABRIL,Neira,2,1349,15134,11.22,4
2015,ABRIL,Neira,3,1766,22086,12.51,4
2015,ABRIL,Neira,4,2,16,8.0,4
2015,ABRIL,Neira,6,1,9,9.0,4
2015,ABRIL,Palestina,1,640,6084,9.51,4
2015,ABRIL,Palestina,2,782,7868,10.06,4
2015,ABRIL,Palestina,3,182,2485,13.65,4
2015,ABRIL,Palestina,4,125,1212,9.7,4
2015,ABRIL,Palestina,5,7,142,20.29,4
2015,ABRIL,Riosucio,1,618,6425,10.4,4
2015,ABRIL,Riosucio,2,1688,18379,10.89,4
2015,ABRIL,Riosucio,3,2759,30729,11.14,4
2015,ABRIL,Riosucio,4,7,62,8.86,4
2015,ABRIL,Risaralda,1,543,3461,6.37,4
2015,ABRIL,Risaralda,2,978,6421,6.57,4
2015,ABRIL,Risaralda,3,252,1564,6.21,4
2015,ABRIL,Risaralda,4,46,132,2.87,4
2015,ABRIL,Risaralda,5,206,949,4.61,4
2015,ABRIL,Risaralda,6,1,11,11.0,4
2015,ABRIL,Salamina,1,999,6749,6.76,4
2015,ABRIL,Salamina,2,1677,12064,7.19,4
2015,ABRIL,Salamina,3,786,7437,9.46,4
2015,ABRIL,Salamina,4,19,258,13.58,4
2015,ABRIL,Samana,1,548,3468,6.33,4
2015,ABRIL,Samana,2,804,6469,8.05,4
2015,ABRIL,San Jose,1,298,2501,8.39,4
2015,ABRIL,San Jose,2,449,3476,7.74,4
2015,ABRIL,San Jose,3,52,288,5.54,4
2015,ABRIL,San Jose,4,3,10,3.33,4
2015,ABRIL,Supia,1,111,861,7.76,4
2015,ABRIL,Supia,2,2453,23629,9.63,4
2015,ABRIL,Supia,3,1682,17786,10.57,4
2015,ABRIL,Supia,4,21,551,26.24,4
2015,ABRIL,Supia,6,9,109,12.11,4
2015,ABRIL,Victoria,1,614,4445,7.24,4
2015,ABRIL,Victoria,2,513,4327,8.43,4
2015,ABRIL,Victoria,4,5,31,6.2,4
2015,ABRIL,Victoria,5,1,77,77.0,4
2015,ABRIL,Viterbo,1,971,11471,11.81,4
2015,ABRIL,Viterbo,3,1204,15102,12.54,4
2015,ABRIL,Viterbo,4,294,3401,11.57,4
2015,ABRIL,Viterbo,5,11,110,10.0,4
2015,MAYO,Aguadas,2,1996,15125,7.58,5
2015,MAYO,Aguadas,3,446,4137,9.28,5
2015,MAYO,Aguadas,4,20,167,8.35,5
2015,MAYO,Aguadas,5,1,0,0.0,5
2015,MAYO,Anserma,1,1309,12594,9.62,5
2015,MAYO,Anserma,3,2986,26197,8.77,5
2015,MAYO,Anserma,4,148,1303,8.8,5
2015,MAYO,Anserma,5,4,58,14.5,5
2015,MAYO,Arauca,1,730,6238,8.55,5
2015,MAYO,Arauca,3,40,509,12.73,5
2015,MAYO,Arma,1,52,384,7.38,5
2015,MAYO,Arma,2,372,2475,6.65,5
2015,MAYO,Arma,3,44,387,8.8,5
2015,MAYO,Belalcazar,1,427,4124,9.66,5
2015,MAYO,Belalcazar,2,637,6572,10.32,5
2015,MAYO,Belalcazar,4,4,59,14.75,5
2015,MAYO,Chinchina,1,1555,20868,13.42,5
2015,MAYO,Chinchina,5,183,2506,13.69,5
2015,MAYO,Filadelfia,1,276,2095,7.59,5
2015,MAYO,Filadelfia,2,613,5313,8.67,5
2015,MAYO,Filadelfia,3,526,4019,7.64,5
2015,MAYO,Guarinocito,1,216,2518,11.66,5
2015,MAYO,Guarinocito,2,549,8238,15.01,5
2015,MAYO,Guarinocito,3,17,745,43.82,5
2015,MAYO,Guarinocito,4,3,219,73.0,5
2015,MAYO,Kilometro 41,1,141,1212,8.6,5
2015,MAYO,Kilometro 41,2,279,2889,10.35,5
2015,MAYO,Kilometro 41,3,49,647,13.2,5
2015,MAYO,Kilometro 41,4,18,303,16.83,5
2015,MAYO,Kilometro 41,5,41,161,3.93,5
2015,MAYO,Kilometro 41,6,1,2,2.0,5
2015,MAYO,La Dorada,1,4293,75731,17.64,5
2015,MAYO,La Dorada,2,9279,138183,14.89,5
2015,MAYO,La Dorada,3,4362,78616,18.02,5
2015,MAYO,La Dorada,4,438,8929,20.39,5
2015,MAYO,La Dorada,5,60,2124,35.4,5
2015,MAYO,La Dorada,6,11,451,41.0,5
2015,MAYO,Manzanares,1,336,2365,7.04,5
2015,MAYO,Manzanares,3,534,4998,9.36,5
2015,MAYO,Manzanares,4,14,179,12.79,5
2015,MAYO,Marmato,1,164,2626,16.01,5
2015,MAYO,Marmato,2,539,10093,18.73,5
2015,MAYO,Marmato,3,3,60,20.0,5
2015,MAYO,Marquetalia,1,698,5085,7.29,5
2015,MAYO,Marquetalia,2,682,6598,9.67,5
2015,MAYO,Marquetalia,3,597,6084,10.19,5
2015,MAYO,Marquetalia,4,13,138,10.62,5
2015,MAYO,Marulanda,1,104,287,2.76,5
2015,MAYO,Marulanda,2,238,1197,5.03,5
2015,MAYO,Marulanda,3,27,125,4.63,5
2015,MAYO,Neira,1,144,999,6.94,5
2015,MAYO,Neira,2,1349,13841,10.26,5
2015,MAYO,Neira,3,1767,20414,11.55,5
2015,MAYO,Neira,4,2,14,7.0,5
2015,MAYO,Neira,6,1,0,0.0,5
2015,MAYO,Palestina,1,640,4438,6.93,5
2015,MAYO,Palestina,3,182,1916,10.53,5
2015,MAYO,Palestina,4,125,1106,8.85,5
2015,MAYO,Palestina,5,7,69,9.86,5
2015,MAYO,Riosucio,1,619,6175,9.98,5
2015,MAYO,Riosucio,2,1691,15747,9.31,5
2015,MAYO,Riosucio,4,7,44,6.29,5
2015,MAYO,Risaralda,1,544,3658,6.72,5
2015,MAYO,Risaralda,3,251,1592,6.34,5
2015,MAYO,Risaralda,4,46,122,2.65,5
2015,MAYO,Risaralda,5,206,714,3.47,5
2015,MAYO,Risaralda,6,1,3,3.0,5
2015,MAYO,Salamina,1,1,6646,6.65,5
2015,MAYO,Salamina,3,787,7048,8.96,5
2015,MAYO,Salamina,4,19,246,12.95,5
2015,MAYO,Samana,1,547,3582,6.55,5
2015,MAYO,Samana,2,805,6238,7.75,5
2015,MAYO,Samana,3,391,3879,9.92,5
2015,MAYO,San Jose,1,298,2549,8.55,5
2015,MAYO,San Jose,2,450,3458,7.68,5
2015,MAYO,San Jose,3,52,285,5.48,5
2015,MAYO,San Jose,4,3,12,4.0,5
2015,MAYO,Supia,1,111,844,7.6,5
2015,MAYO,Supia,4,20,657,32.85,5
2015,MAYO,Supia,6,9,54,6.0,5
2015,MAYO,Victoria,1,613,4016,6.55,5
2015,MAYO,Victoria,2,515,3648,7.08,5
2015,MAYO,Victoria,3,257,2081,8.1,5
2015,MAYO,Victoria,4,5,39,7.8,5
2015,MAYO,Victoria,5,1,29,29.0,5
2015,MAYO,Viterbo,1,974,12913,13.26,5
2015,MAYO,Viterbo,4,294,3096,10.53,5
2015,MAYO,Viterbo,5,11,84,7.64,5
2015,JUNIO,Aguadas,1,1051,8868,8.44,6
2015,JUNIO,Aguadas,2,1999,19086,9.55,6
2015,JUNIO,Aguadas,3,446,4602,10.32,6
2015,JUNIO,Aguadas,4,21,178,8.48,6
2015,JUNIO,Aguadas,5,1,0,0.0,6
2015,JUNIO,Anserma,2,1649,15705,9.52,6
2015,JUNIO,Anserma,3,2985,27821,9.32,6
2015,JUNIO,Anserma,4,148,1386,9.36,6
2015,JUNIO,Anserma,5,4,87,21.75,6
2015,JUNIO,Arauca,1,736,6614,8.99,6
2015,JUNIO,Arauca,2,706,8466,11.99,6
2015,JUNIO,Arauca,3,40,524,13.1,6
2015,JUNIO,Arma,1,58,393,6.78,6
2015,JUNIO,Arma,2,377,2609,6.92,6
2015,JUNIO,Arma,3,45,539,11.98,6
2015,JUNIO,Belalcazar,1,427,3705,8.68,6
2015,JUNIO,Belalcazar,2,639,5863,9.18,6
2015,JUNIO,Belalcazar,3,339,2967,8.75,6
2015,JUNIO,Belalcazar,4,4,46,11.5,6
2015,JUNIO,Chinchina,2,4535,63166,13.93,6
2015,JUNIO,Chinchina,3,3033,43545,14.36,6
2015,JUNIO,Chinchina,4,1643,21543,13.11,6
2015,JUNIO,Chinchina,5,183,2481,13.56,6
2015,JUNIO,Filadelfia,1,275,2014,7.32,6
2015,JUNIO,Filadelfia,2,612,4668,7.63,6
2015,JUNIO,Filadelfia,3,528,3843,7.28,6
2015,JUNIO,Guarinocito,1,216,2542,11.77,6
2015,JUNIO,Guarinocito,2,548,8692,15.86,6
2015,JUNIO,Guarinocito,3,17,724,42.59,6
2015,JUNIO,Guarinocito,4,3,197,65.67,6
2015,JUNIO,Kilometro 41,2,279,3199,11.47,6
2015,JUNIO,Kilometro 41,3,49,688,14.04,6
2015,JUNIO,Kilometro 41,4,18,380,21.11,6
2015,JUNIO,Kilometro 41,5,41,143,3.49,6
2015,JUNIO,Kilometro 41,6,1,1,1.0,6
2015,JUNIO,La Dorada,1,4297,80907,18.83,6
2015,JUNIO,La Dorada,2,9275,160069,17.26,6
2015,JUNIO,La Dorada,3,4371,82522,18.88,6
2015,JUNIO,La Dorada,4,438,9041,20.64,6
2015,JUNIO,La Dorada,5,62,2259,36.44,6
2015,JUNIO,La Dorada,6,12,320,26.67,6
2015,JUNIO,Manzanares,1,335,2306,6.88,6
2015,JUNIO,Manzanares,2,1462,10461,7.16,6
2015,JUNIO,Manzanares,3,535,4834,9.04,6
