AÑO,MES,MUNICIPIO,ESTRATO,No. SUSCRIPTORES ACUEDUCTO,CONSUMO M3 ACUEDUCTO,PROMEDIO CONSUMO ACUEDUCTO,MES_NUM
2017,FEBRERO,Guarinocito,1,199,2672,13.43,2
2017,FEBRERO,Guarinocito,2,528,7449,14.11,2
2017,FEBRERO,Guarinocito,3,16,481,30.06,2
2017,FEBRERO,Guarinocito,4,3,86,28.67,2
2017,FEBRERO,Kilometro 41,1,139,1433,10.31,2
2017,FEBRERO,Kilometro 41,2,275,2868,10.43,2
2017,FEBRERO,Kilometro 41,3,51,792,15.53,2
2017,FEBRERO,Kilometro 41,4,16,309,19.31,2
2017,FEBRERO,Kilometro 41,5,41,217,5.29,2
2017,FEBRERO,Kilometro 41,6,2,15,7.5,2
2017,FEBRERO,La Dorada,1,4458,80404,18.04,2
2017,FEBRERO,La Dorada,2,9058,134909,14.89,2
2017,FEBRERO,La Dorada,3,4377,79538,18.17,2
2017,FEBRERO,La Dorada,4,382,7205,18.86,2
2017,FEBRERO,La Dorada,5,65,2218,34.12,2
2017,FEBRERO,La Dorada,6,13,390,30.0,2
2017,FEBRERO,Manzanares,1,339,2403,7.09,2
2017,FEBRERO,Manzanares,2,1401,9475,6.76,2
2017,FEBRERO,Manzanares,3,526,4165,7.92,2
2017,FEBRERO,Manzanares,4,13,139,10.69,2
2017,FEBRERO,Marmato,1,228,3302,14.48,2
2017,FEBRERO,Marmato,2,536,9469,17.67,2
2017,FEBRERO,Marmato,3,5,44,8.8,2
2017,FEBRERO,Marmato,4,1,3,3.0,2
2017,FEBRERO,Marquetalia,1,715,4883,6.83,2
2017,FEBRERO,Marquetalia,2,689,5781,8.39,2
2017,FEBRERO,Marquetalia,3,571,4771,8.36,2
2017,FEBRERO,Marquetalia,4,11,175,15.91,2
2017,FEBRERO,Marulanda,1,87,326,3.75,2
2017,FEBRERO,Marulanda,2,228,1,4.39,2
2017,FEBRERO,Marulanda,3,25,104,4.16,2
2017,FEBRERO,Neira,1,125,1369,10.95,2
2017,FEBRERO,Neira,2,1239,13034,10.52,2
2017,FEBRERO,Neira,6,1,13,13.0,2
2017,FEBRERO,Palestina,1,557,5302,9.52,2
2017,FEBRERO,Palestina,2,706,7112,10.07,2
2017,FEBRERO,Palestina,3,159,1838,11.56,2
2017,FEBRERO,Palestina,4,134,1251,9.34,2
2017,FEBRERO,Palestina,5,8,144,18.0,2
2017,FEBRERO,Riosucio,1,601,6305,10.49,2
2017,FEBRERO,Riosucio,2,1735,17995,10.37,2
2017,FEBRERO,Riosucio,4,3,30,10.0,2
2017,FEBRERO,Risaralda,1,438,3814,8.71,2
2017,FEBRERO,Risaralda,2,935,6722,7.19,2
2017,FEBRERO,Risaralda,3,223,1639,7.35,2
2017,FEBRERO,Risaralda,4,28,321,11.46,2
2017,FEBRERO,Risaralda,5,147,812,5.52,2
2017,FEBRERO,Risaralda,6,1,7,7.0,2
2017,FEBRERO,Salamina,2,1536,11543,7.51,2
2017,FEBRERO,Salamina,3,757,6136,8.11,2
2017,FEBRERO,Salamina,4,19,209,11.0,2
2017,FEBRERO,Samana,3,405,3804,9.39,2
2017,FEBRERO,San Jose,1,299,2854,9.55,2
2017,FEBRERO,San Jose,2,444,3734,8.41,2
2017,FEBRERO,San Jose,3,44,319,7.25,2
2017,FEBRERO,San Jose,4,2,7,3.5,2
2017,FEBRERO,Supia,2,2502,31261,12.49,2
2017,FEBRERO,Supia,3,1732,22159,12.79,2
2017,FEBRERO,Supia,4,20,967,48.35,2
2017,FEBRERO,Supia,6,6,120,20.0,2
2017,FEBRERO,Victoria,2,504,4761,9.45,2
2017,FEBRERO,Victoria,3,239,2175,9.1,2
2017,FEBRERO,Victoria,4,4,51,12.75,2
2017,FEBRERO,Victoria,5,1,118,118.0,2
2017,FEBRERO,Viterbo,1,924,11804,12.77,2
2017,FEBRERO,Viterbo,2,1186,14479,12.21,2
2017,FEBRERO,Viterbo,3,1175,15125,12.87,2
2017,FEBRERO,Viterbo,4,290,3995,13.78,2
2017,FEBRERO,Viterbo,5,11,136,12.36,2
2017,MARZO,Aguadas,1,1043,6381,6.12,3
2017,MARZO,Aguadas,2,2073,14669,7.08,3
2017,MARZO,Aguadas,3,473,3399,7.19,3
2017,MARZO,Aguadas,4,19,90,4.74,3
2017,MARZO,Aguadas,5,1,2,2.0,3
2017,MARZO,Anserma,1,1237,11068,8.95,3
2017,MARZO,Anserma,3,2941,22514,7.66,3
2017,MARZO,Anserma,4,140,1091,7.79,3
2017,MARZO,Anserma,5,2,44,22.0,3
2017,MARZO,Arauca,1,681,7474,10.98,3
2017,MARZO,Arauca,2,658,8668,13.17,3
2017,MARZO,Arauca,3,35,461,13.17,3
2017,MARZO,Arma,1,40,396,9.9,3
2017,MARZO,Arma,2,339,2548,7.52,3
2017,MARZO,Arma,3,42,577,13.74,3
2017,MARZO,Belalcazar,1,404,3402,8.42,3
2017,MARZO,Belalcazar,2,663,5732,8.65,3
2017,MARZO,Belalcazar,3,346,2887,8.34,3
2017,MARZO,Belalcazar,4,4,38,9.5,3
2017,MARZO,Chinchina,2,4619,65695,14.22,3
2017,MARZO,Chinchina,3,3123,44811,14.35,3
2017,MARZO,Chinchina,4,1643,21714,13.22,3
2017,MARZO,Chinchina,5,192,2534,13.2,3
2017,MARZO,Filadelfia,1,250,1765,7.06,3
2017,MARZO,Filadelfia,2,580,3757,6.48,3
2017,MARZO,Filadelfia,3,508,3123,6.15,3
2017,MARZO,Guarinocito,1,199,2768,13.91,3
2017,MARZO,Guarinocito,2,529,6629,12.53,3
2017,MARZO,Guarinocito,3,16,511,31.94,3
2017,MARZO,Guarinocito,4,3,89,29.67,3
2017,MARZO,Kilometro 41,1,141,1382,9.8,3
2017,MARZO,Kilometro 41,2,276,3057,11.08,3
2017,MARZO,Kilometro 41,3,56,778,13.89,3
2017,MARZO,Kilometro 41,4,16,287,17.94,3
2017,MARZO,Kilometro 41,5,41,127,3.1,3
2017,MARZO,Kilometro 41,6,2,12,6.0,3
2017,MARZO,La Dorada,1,4468,75962,17.0,3
2017,MARZO,La Dorada,2,9055,124688,13.77,3
2017,MARZO,La Dorada,3,4383,70233,16.02,3
2017,MARZO,La Dorada,4,382,7501,19.64,3
2017,MARZO,La Dorada,5,65,2418,37.2,3
2017,MARZO,La Dorada,6,13,381,29.31,3
2017,MARZO,Manzanares,1,338,2133,6.31,3
2017,MARZO,Manzanares,2,1404,8848,6.3,3
2017,MARZO,Manzanares,3,527,3919,7.44,3
2017,MARZO,Manzanares,4,13,129,9.92,3
2017,MARZO,Marmato,1,257,3908,15.21,3
2017,MARZO,Marmato,3,5,41,8.2,3
2017,MARZO,Marmato,4,1,1,1.0,3
2017,MARZO,Marquetalia,1,720,4833,6.71,3
2017,MARZO,Marquetalia,2,688,5887,8.56,3
2017,MARZO,Marquetalia,3,574,4846,8.44,3
2017,MARZO,Marquetalia,4,11,113,10.27,3
2017,MARZO,Marulanda,1,86,313,3.64,3
2017,MARZO,Marulanda,2,227,1015,4.47,3
2017,MARZO,Marulanda,3,25,98,3.92,3
2017,MARZO,Neira,1,125,1355,10.84,3
2017,MARZO,Neira,2,1236,12344,9.99,3
2017,MARZO,Neira,6,1,7,7.0,3
2017,MARZO,Palestina,1,562,5283,9.4,3
2017,MARZO,Palestina,2,708,7079,10.0,3
2017,MARZO,Palestina,3,160,1778,11.11,3
2017,MARZO,Palestina,4,134,1013,7.56,3
2017,MARZO,Palestina,5,8,102,12.75,3
2017,MARZO,Riosucio,4,3,24,8.0,3
2017,MARZO,Risaralda,1,438,3223,7.36,3
2017,MARZO,Risaralda,2,935,5975,6.39,3
2017,MARZO,Risaralda,3,224,1503,6.71,3
2017,MARZO,Risaralda,4,28,313,11.18,3
2017,MARZO,Risaralda,5,147,892,6.07,3
2017,MARZO,Risaralda,6,1,6,6.0,3
2017,MARZO,Salamina,1,898,5109,5.69,3
2017,MARZO,Salamina,2,1538,9112,5.92,3
2017,MARZO,Salamina,3,761,5048,6.63,3
2017,MARZO,Salamina,4,19,176,9.26,3
2017,MARZO,Samana,2,852,5988,7.03,3
2017,MARZO,Samana,3,425,3607,8.49,3
2017,MARZO,San Jose,1,302,2416,8.0,3
2017,MARZO,San Jose,2,447,3054,6.83,3
2017,MARZO,San Jose,3,44,258,5.86,3
2017,MARZO,San Jose,4,2,7,3.5,3
2017,MARZO,Supia,1,74,915,12.36,3
2017,MARZO,Supia,2,2507,26508,10.57,3
2017,MARZO,Supia,3,1733,18955,10.94,3
2017,MARZO,Supia,4,20,615,30.75,3
2017,MARZO,Supia,6,6,74,12.33,3
2017,MARZO,Victoria,1,585,4088,6.99,3
2017,MARZO,Victoria,2,505,4057,8.03,3
2017,MARZO,Victoria,3,243,1867,7.68,3
2017,MARZO,Victoria,4,3,32,10.67,3
2017,MARZO,Victoria,5,1,76,76.0,3
2017,MARZO,Viterbo,1,924,11817,12.79,3
2017,MARZO,Viterbo,2,1187,14727,12.41,3
2017,MARZO,Viterbo,3,1176,15654,13.31,3
2017,MARZO,Viterbo,4,290,3344,11.53,3
2017,MARZO,Viterbo,5,11,63,5.73,3
2017,ABRIL,Aguadas,1,1041,6446,6.19,4
2017,ABRIL,Aguadas,2,2082,15215,7.31,4
2017,ABRIL,Aguadas,3,473,3848,8.14,4
2017,ABRIL,Aguadas,4,19,129,6.79,4
2017,ABRIL,Aguadas,5,1,7,7.0,4
2017,ABRIL,Anserma,1,1242,10651,8.58,4
2017,ABRIL,Anserma,2,1613,12984,8.05,4
2017,ABRIL,Anserma,4,140,1087,7.76,4
2017,ABRIL,Anserma,5,2,45,22.5,4
2017,ABRIL,Arauca,1,682,6997,10.26,4
2017,ABRIL,Arauca,3,35,405,11.57,4
2017,ABRIL,Arma,1,40,410,10.25,4
2017,ABRIL,Arma,2,339,2374,7.0,4
2017,ABRIL,Arma,3,42,542,12.9,4
2017,ABRIL,Belalcazar,1,404,3993,9.88,4
2017,ABRIL,Belalcazar,2,664,6574,9.9,4
2017,ABRIL,Belalcazar,3,346,3271,9.45,4
2017,ABRIL,Belalcazar,4,4,27,6.75,4
2017,ABRIL,Chinchina,1,1589,20282,12.76,4
2017,ABRIL,Chinchina,3,3127,40472,12.94,4
2017,ABRIL,Chinchina,4,1642,21318,12.98,4
2017,ABRIL,Chinchina,5,193,2331,12.08,4
2017,ABRIL,Filadelfia,1,252,2108,8.37,4
2017,ABRIL,Filadelfia,2,584,4563,7.81,4
2017,ABRIL,Filadelfia,3,512,3837,7.49,4
2017,ABRIL,Guarinocito,1,199,2971,14.93,4
2017,ABRIL,Guarinocito,3,16,487,30.44,4
2017,ABRIL,Guarinocito,4,3,94,31.33,4
2017,ABRIL,Kilometro 41,1,139,1438,10.35,4
2017,ABRIL,Kilometro 41,2,276,3357,12.16,4
2017,ABRIL,Kilometro 41,3,59,755,12.8,4
2017,ABRIL,Kilometro 41,4,16,265,16.56,4
2017,ABRIL,Kilometro 41,5,41,188,4.59,4
2017,ABRIL,Kilometro 41,6,2,6,3.0,4
2017,ABRIL,La Dorada,2,9047,120253,13.29,4
2017,ABRIL,La Dorada,3,4386,70474,16.07,4
2017,ABRIL,La Dorada,4,383,7638,19.94,4
2017,ABRIL,La Dorada,5,65,1825,28.08,4
2017,ABRIL,La Dorada,6,13,302,23.23,4
2017,ABRIL,Manzanares,1,339,2384,7.03,4
2017,ABRIL,Manzanares,2,1409,10625,7.54,4
2017,ABRIL,Manzanares,4,13,159,12.23,4
2017,ABRIL,Marmato,1,267,4758,17.82,4
2017,ABRIL,Marmato,3,5,62,12.4,4
2017,ABRIL,Marmato,4,1,0,0.0,4
2017,ABRIL,Marquetalia,1,727,4506,6.2,4
2017,ABRIL,Marquetalia,2,691,5608,8.12,4
2017,ABRIL,Marquetalia,3,573,4664,8.14,4
2017,ABRIL,Marquetalia,4,11,111,10.09,4
2017,ABRIL,Marulanda,1,86,326,3.79,4
2017,ABRIL,Marulanda,2,226,1035,4.58,4
2017,ABRIL,Marulanda,3,25,97,3.88,4
2017,ABRIL,Neira,1,120,1432,11.93,4
2017,ABRIL,Neira,2,1232,14128,11.47,4
2017,ABRIL,Neira,3,1801,21378,11.87,4
2017,ABRIL,Neira,6,1,20,20.0,4
2017,ABRIL,Palestina,1,565,5328,9.43,4
2017,ABRIL,Palestina,2,712,6855,9.63,4
2017,ABRIL,Palestina,3,160,1865,11.66,4
2017,ABRIL,Palestina,4,133,968,7.28,4
2017,ABRIL,Palestina,5,9,226,25.11,4
2017,ABRIL,Riosucio,1,604,5881,9.74,4
2017,ABRIL,Riosucio,2,1747,17862,10.22,4
2017,ABRIL,Riosucio,4,3,27,9.0,4
2017,ABRIL,Risaralda,1,438,3861,8.82,4
2017,ABRIL,Risaralda,2,936,7324,7.82,4
2017,ABRIL,Risaralda,3,224,1744,7.79,4
2017,ABRIL,Risaralda,4,28,294,10.5,4
2017,ABRIL,Risaralda,5,147,958,6.52,4
2017,ABRIL,Risaralda,6,1,8,8.0,4
2017,ABRIL,Salamina,1,895,5954,6.65,4
2017,ABRIL,Salamina,2,1532,10439,6.81,4
2017,ABRIL,Salamina,3,761,5979,7.86,4
2017,ABRIL,Salamina,4,19,214,11.26,4
2017,ABRIL,Samana,1,554,3991,7.2,4
2017,ABRIL,Samana,2,854,7181,8.41,4
2017,ABRIL,Samana,3,427,4236,9.92,4
2017,ABRIL,San Jose,1,304,2225,7.32,4
2017,ABRIL,San Jose,2,448,2957,6.6,4
2017,ABRIL,San Jose,3,44,218,4.95,4
2017,ABRIL,San Jose,4,7,168,24.0,4
2017,ABRIL,Supia,1,74,865,11.69,4
2017,ABRIL,Supia,2,2513,25727,10.24,4
2017,ABRIL,Supia,3,1736,18609,10.72,4
2017,ABRIL,Supia,4,20,535,26.75,4
2017,ABRIL,Supia,6,6,39,6.5,4
2017,ABRIL,Victoria,1,585,4523,7.73,4
2017,ABRIL,Victoria,2,509,4603,9.04,4
2017,ABRIL,Victoria,3,244,2171,8.9,4
2017,ABRIL,Victoria,4,3,46,15.33,4
2017,ABRIL,Victoria,5,1,57,57.0,4
2017,ABRIL,Viterbo,2,1187,13734,11.57,4
2017,ABRIL,Viterbo,4,290,3192,11.01,4
2017,ABRIL,Viterbo,5,11,104,9.45,4
2017,MAYO,Aguadas,2,2099,17657,8.41,5
2017,MAYO,Aguadas,3,474,4426,9.34,5
2017,MAYO,Aguadas,4,19,163,8.58,5
2017,MAYO,Aguadas,5,1,8,8.0,5
2017,MAYO,Anserma,1,1246,12132,9.74,5
2017,MAYO,Anserma,2,1614,14869,9.21,5
2017,MAYO,Anserma,3,2954,25936,8.78,5
2017,MAYO,Anserma,4,140,1331,9.51,5
2017,MAYO,Anserma,5,2,46,23.0,5
2017,MAYO,Arauca,1,679,7149,10.53,5
2017,MAYO,Arauca,3,35,412,11.77,5
2017,MAYO,Arma,1,43,474,11.02,5
2017,MAYO,Arma,2,338,2698,7.98,5
2017,MAYO,Arma,3,42,512,12.19,5
2017,MAYO,Belalcazar,1,521,4279,8.21,5
2017,MAYO,Belalcazar,2,734,6253,8.52,5
2017,MAYO,Belalcazar,3,361,3052,8.45,5
2017,MAYO,Belalcazar,4,11,312,28.36,5
2017,MAYO,Chinchina,1,1589,20151,12.68,5
2017,MAYO,Chinchina,2,4642,59579,12.83,5
2017,MAYO,Chinchina,3,3135,39181,12.5,5
2017,MAYO,Chinchina,4,1646,18409,11.18,5
2017,MAYO,Chinchina,5,193,2328,12.06,5
2017,MAYO,Filadelfia,1,252,2101,8.34,5
2017,MAYO,Filadelfia,2,586,4419,7.54,5
2017,MAYO,Filadelfia,3,509,3755,7.38,5
2017,MAYO,Guarinocito,1,199,2232,11.22,5
2017,MAYO,Guarinocito,2,530,7039,13.28,5
2017,MAYO,Guarinocito,3,16,363,22.69,5
2017,MAYO,Guarinocito,4,3,77,25.67,5
2017,MAYO,Kilometro 41,1,140,1526,10.9,5
2017,MAYO,Kilometro 41,2,276,2911,10.55,5
2017,MAYO,Kilometro 41,3,59,792,13.42,5
2017,MAYO,Kilometro 41,4,16,317,19.81,5
2017,MAYO,Kilometro 41,5,41,256,6.24,5
2017,MAYO,Kilometro 41,6,2,2,1.0,5
2017,MAYO,La Dorada,1,4473,71559,16.0,5
2017,MAYO,La Dorada,2,9042,117992,13.05,5
2017,MAYO,La Dorada,3,4382,65011,14.84,5
2017,MAYO,La Dorada,4,382,6896,18.05,5
2017,MAYO,La Dorada,5,64,1671,26.11,5
2017,MAYO,La Dorada,6,13,267,20.54,5
2017,MAYO,Manzanares,1,340,2117,6.23,5
2017,MAYO,Manzanares,3,525,4244,8.08,5
2017,MAYO,Manzanares,4,13,150,11.54,5
2017,MAYO,Marmato,2,536,9054,16.89,5
2017,MAYO,Marmato,3,5,93,18.6,5
2017,MAYO,Marmato,4,1,2,2.0,5
2017,MAYO,Marquetalia,1,730,5686,7.79,5
2017,MAYO,Marquetalia,2,693,6944,10.02,5
2017,MAYO,Marquetalia,3,573,5951,10.39,5
2017,MAYO,Marquetalia,4,11,138,12.55,5
2017,MAYO,Marulanda,1,86,357,4.15,5
2017,MAYO,Marulanda,2,225,1164,5.17,5
2017,MAYO,Marulanda,3,25,103,4.12,5
2017,MAYO,Neira,1,121,1282,10.6,5
2017,MAYO,Neira,3,1804,18676,10.35,5
2017,MAYO,Neira,6,1,19,19.0,5
2017,MAYO,Palestina,1,567,5018,8.85,5
2017,MAYO,Palestina,2,710,6563,9.24,5
2017,MAYO,Palestina,3,160,1885,11.78,5
2017,MAYO,Palestina,4,133,1046,7.86,5
2017,MAYO,Palestina,5,9,157,17.44,5
2017,MAYO,Riosucio,1,606,6009,9.92,5
2017,MAYO,Riosucio,4,3,26,8.67,5
2017,MAYO,Risaralda,1,437,3242,7.42,5
2017,MAYO,Risaralda,3,225,1475,6.56,5
2017,MAYO,Risaralda,4,28,230,8.21,5
2017,MAYO,Risaralda,5,146,742,5.08,5
2017,MAYO,Risaralda,6,1,0,0.0,5
2017,MAYO,Salamina,1,898,6311,7.03,5
2017,MAYO,Salamina,2,1535,11438,7.45,5
2017,MAYO,Salamina,3,762,6346,8.33,5
2017,MAYO,Salamina,4,19,213,11.21,5
2017,MAYO,Samana,1,557,3856,6.92,5
2017,MAYO,Samana,2,862,6894,8.0,5
2017,MAYO,Samana,3,441,4298,9.75,5
2017,MAYO,San Jose,1,191,1556,8.15,5
2017,MAYO,San Jose,2,376,2782,7.4,5
2017,MAYO,San Jose,3,32,144,4.5,5
2017,MAYO,San Jose,4,1,2,2.0,5
2017,MAYO,Supia,1,73,1136,15.56,5
2017,MAYO,Supia,2,2506,34661,13.83,5
2017,MAYO,Supia,3,1744,24798,14.22,5
2017,MAYO,Supia,4,20,779,38.95,5
2017,MAYO,Supia,6,7,65,9.29,5
2017,MAYO,Victoria,1,587,4272,7.28,5
2017,MAYO,Victoria,2,510,4163,8.16,5
2017,MAYO,Victoria,3,244,2103,8.62,5
2017,MAYO,Victoria,4,3,48,16.0,5
2017,MAYO,Victoria,5,1,73,73.0,5
2017,MAYO,Viterbo,1,923,13097,14.19,5
2017,MAYO,Viterbo,2,1188,16795,14.14,5
2017,MAYO,Viterbo,3,1186,16395,13.82,5
2017,MAYO,Viterbo,4,290,3737,12.89,5
2017,MAYO,Viterbo,5,11,184,16.73,5
2017,JUNIO,Aguadas,1,1044,7417,7.1,6
2017,JUNIO,Aguadas,2,2107,17518,8.31,6
2017,JUNIO,Aguadas,3,475,4379,9.22,6
2017,JUNIO,Aguadas,4,19,163,8.58,6
2017,JUNIO,Aguadas,5,1,9,9.0,6
2017,JUNIO,Anserma,1,1251,12851,10.27,6
2017,JUNIO,Anserma,2,1622,15776,9.73,6
2017,JUNIO,Anserma,4,140,1357,9.69,6
2017,JUNIO,Anserma,5,2,41,20.5,6
2017,JUNIO,Arauca,1,681,7669,11.26,6
2017,JUNIO,Arauca,2,662,9145,13.81,6
2017,JUNIO,Arauca,3,35,431,12.31,6
2017,JUNIO,Arma,1,43,470,10.93,6
2017,JUNIO,Arma,2,338,2446,7.24,6
2017,JUNIO,Arma,3,41,414,10.1,6
2017,JUNIO,Belalcazar,2,736,7582,10.3,6
2017,JUNIO,Belalcazar,4,11,436,39.64,6
2017,JUNIO,Chinchina,3,3137,44778,14.27,6
2017,JUNIO,Chinchina,4,1649,22826,13.84,6
2017,JUNIO,Chinchina,5,192,2595,13.52,6
2017,JUNIO,Filadelfia,1,252,2146,8.52,6
2017,JUNIO,Filadelfia,2,587,4835,8.24,6
2017,JUNIO,Filadelfia,3,511,3847,7.53,6
2017,JUNIO,Guarinocito,1,201,3157,15.71,6
2017,JUNIO,Guarinocito,2,530,8479,16.0,6
2017,JUNIO,Guarinocito,3,16,598,37.38,6
2017,JUNIO,Guarinocito,4,3,107,35.67,6
2017,JUNIO,Kilometro 41,1,140,1523,10.88,6
2017,JUNIO,Kilometro 41,2,276,2819,10.21,6
2017,JUNIO,Kilometro 41,3,59,644,10.92,6
2017,JUNIO,Kilometro 41,4,16,288,18.0,6
2017,JUNIO,Kilometro 41,5,41,161,3.93,6
2017,JUNIO,Kilometro 41,6,2,6,3.0,6
2017,JUNIO,La Dorada,1,4475,86118,19.24,6
2017,JUNIO,La Dorada,2,9035,144146,15.95,6
2017,JUNIO,La Dorada,3,4378,79841,18.24,6
2017,JUNIO,La Dorada,4,382,8763,22.94,6
2017,JUNIO,La Dorada,5,65,2143,32.97,6
2017,JUNIO,La Dorada,6,12,317,26.42,6
2017,JUNIO,Manzanares,1,340,2378,6.99,6
2017,JUNIO,Manzanares,2,1412,10385,7.35,6
2017,JUNIO,Manzanares,3,523,4582,8.76,6
2017,JUNIO,Manzanares,4,13,159,12.23,6
2017,JUNIO,Marmato,1,282,4032,14.3,6
2017,JUNIO,Marmato,2,536,8381,15.64,6
2017,JUNIO,Marmato,3,5,71,14.2,6
2017,JUNIO,Marmato,4,1,1,1.0,6
2017,JUNIO,Marquetalia,1,733,5193,7.08,6
2017,JUNIO,Marquetalia,2,694,6037,8.7,6
2017,JUNIO,Marquetalia,3,573,5036,8.79,6
2017,JUNIO,Marquetalia,4,10,79,7.9,6
2017,JUNIO,Marulanda,1,85,342,4.02,6
2017,JUNIO,Marulanda,2,225,1045,4.64,6
2017,JUNIO,Marulanda,3,25,84,3.36,6
2017,JUNIO,Neira,1,121,1358,11.22,6
2017,JUNIO,Neira,2,1238,12582,10.16,6
2017,JUNIO,Neira,6,1,18,18.0,6
2017,JUNIO,Palestina,2,714,6602,9.25,6
2017,JUNIO,Palestina,3,161,1859,11.55,6
2017,JUNIO,Palestina,4,135,925,6.85,6
2017,JUNIO,Palestina,5,8,133,16.63,6
2017,JUNIO,Riosucio,1,607,5409,8.91,6
2017,JUNIO,Riosucio,2,1766,16109,9.12,6
2017,JUNIO,Riosucio,3,2719,24698,9.08,6
2017,JUNIO,Riosucio,4,3,28,9.33,6
2017,JUNIO,Risaralda,1,435,3836,8.82,6
2017,JUNIO,Risaralda,2,944,7604,8.06,6
2017,JUNIO,Risaralda,3,224,1761,7.86,6
2017,JUNIO,Risaralda,4,28,326,11.64,6
2017,JUNIO,Risaralda,5,146,784,5.37,6
2017,JUNIO,Risaralda,6,1,11,11.0,6
2017,JUNIO,Salamina,1,897,7946,8.86,6
2017,JUNIO,Salamina,2,1537,14551,9.47,6
2017,JUNIO,Salamina,3,763,8273,10.84,6
2017,JUNIO,Salamina,4,19,247,13.0,6
2017,JUNIO,Samana,1,559,3819,6.83,6
2017,JUNIO,Samana,2,861,6587,7.65,6
2017,JUNIO,Samana,3,444,3974,8.95,6
2017,JUNIO,San Jose,1,195,1503,7.71,6
2017,JUNIO,San Jose,2,382,2549,6.67,6
2017,JUNIO,San Jose,3,32,191,5.97,6
2017,JUNIO,San Jose,4,1,3,3.0,6
2017,JUNIO,Supia,1,74,996,13.46,6
2017,JUNIO,Supia,2,2511,30654,12.21,6
2017,JUNIO,Supia,4,20,710,35.5,6
2017,JUNIO,Supia,6,7,68,9.71,6
2017,JUNIO,Victoria,1,588,4125,7.02,6
2017,JUNIO,Victoria,2,512,4272,8.34,6
2017,JUNIO,Victoria,3,247,2002,8.11,6
2017,JUNIO,Victoria,4,2,31,15.5,6
2017,JUNIO,Victoria,5,1,62,62.0,6
2017,JUNIO,Viterbo,1,923,12098,13.11,6
2017,JUNIO,Viterbo,2,1189,15087,12.69,6
2017,JUNIO,Viterbo,3,1187,14825,12.49,6
2017,JUNIO,Viterbo,4,292,3047,10.43,6
2017,JUNIO,Viterbo,5,11,128,11.64,6
2017,JULIO,Aguadas,1,1047,7603,7.26,7
2017,JULIO,Aguadas,3,475,4722,9.94,7
2017,JULIO,Aguadas,4,19,184,9.68,7
2017,JULIO,Aguadas,5,1,3,3.0,7
2017,JULIO,Anserma,1,1252,10717,8.56,7
2017,JULIO,Anserma,2,1626,13624,8.38,7
2017,JULIO,Anserma,4,140,1224,8.74,7
2017,JULIO,Anserma,5,2,54,27.0,7
2017,JULIO,Arauca,1,681,6875,10.1,7
2017,JULIO,Arauca,2,661,8343,12.62,7
2017,JULIO,Arauca,3,36,440,12.22,7
2017,JULIO,Arma,1,43,449,10.44,7
2017,JULIO,Arma,3,41,452,11.02,7
2017,JULIO,Belalcazar,1,526,4373,8.31,7
2017,JULIO,Belalcazar,2,734,6242,8.5,7
2017,JULIO,Belalcazar,3,360,2831,7.86,7
2017,JULIO,Belalcazar,4,11,297,27.0,7
2017,JULIO,Belalcazar,5,1,26,26.0,7
2017,JULIO,Chinchina,1,1666,22513,13.51,7
2017,JULIO,Chinchina,2,4665,66897,14.34,7
2017,JULIO,Chinchina,3,3142,44698,14.23,7
2017,JULIO,Chinchina,4,1652,21438,12.98,7
2017,JULIO,Chinchina,5,192,2606,13.57,7
2017,JULIO,Filadelfia,1,251,1872,7.46,7
2017,JULIO,Filadelfia,2,588,3991,6.79,7
2017,JULIO,Filadelfia,3,511,3747,7.33,7
2017,JULIO,Guarinocito,1,200,3066,15.33,7
2017,JULIO,Guarinocito,2,530,8468,15.98,7
2017,JULIO,Guarinocito,3,16,661,41.31,7
2017,JULIO,Guarinocito,4,3,191,63.67,7
2017,JULIO,Kilometro 41,1,140,1476,10.54,7
2017,JULIO,Kilometro 41,2,280,2796,9.99,7
2017,JULIO,Kilometro 41,3,59,809,13.71,7
2017,JULIO,Kilometro 41,4,16,301,18.81,7
2017,JULIO,Kilometro 41,5,41,233,5.68,7
2017,JULIO,Kilometro 41,6,2,33,16.5,7
2017,JULIO,La Dorada,1,4473,81924,18.32,7
2017,JULIO,La Dorada,2,9017,130729,14.5,7
2017,JULIO,La Dorada,3,4386,74906,17.08,7
2017,JULIO,La Dorada,5,65,2452,37.72,7
2017,JULIO,La Dorada,6,13,351,27.0,7
2017,JULIO,Manzanares,3,522,4896,9.38,7
2017,JULIO,Manzanares,4,13,197,15.15,7
2017,JULIO,Marmato,1,286,4933,17.25,7
2017,JULIO,Marmato,2,536,9185,17.14,7
2017,JULIO,Marmato,3,5,83,16.6,7
2017,JULIO,Marmato,4,1,1,1.0,7
2017,JULIO,Marquetalia,1,731,5572,7.62,7
2017,JULIO,Marquetalia,2,696,6712,9.64,7
2017,JULIO,Marquetalia,3,575,5369,9.34,7
2017,JULIO,Marquetalia,4,10,118,11.8,7
2017,JULIO,Marulanda,1,86,300,3.49,7
2017,JULIO,Marulanda,2,225,992,4.41,7
2017,JULIO,Marulanda,3,25,70,2.8,7
2017,JULIO,Neira,1,122,1216,9.97,7
2017,JULIO,Neira,6,1,19,19.0,7
2017,JULIO,Palestina,1,570,5846,10.26,7
2017,JULIO,Palestina,2,714,7429,10.4,7
2017,JULIO,Palestina,3,163,2165,13.28,7
2017,JULIO,Palestina,4,135,1374,10.18,7
